name,bus,p_mw,q_mvar,const_z_percent,const_i_percent,sn_mva,scaling,in_service,type
service_point652600,1022,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point562809,1200,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841971,787,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2578139,1174,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1746880,260,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1773765,938,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point659923,1125,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point676266,586,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point568272,659,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point590818,154,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point623150,1196,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842015,921,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747552,1192,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point656221,1062,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747272,900,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2535400,1254,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point562853,193,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point565254,235,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point607390,612,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point603105,495,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point584705,214,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841974,1186,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point608612,554,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748589,1088,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747656,729,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748592,549,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point664101,201,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point584795,690,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point665379,470,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point608523,563,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747553,284,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1835294,737,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2535664,141,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747532,182,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point606765,27,0.001,0.0003,0.0,0.0,,1.0,True,wye
