loading_percent,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service
5.24411495853527e-07,cable1194624,,1067,214,0.0842137697,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
0.00011640635321509473,cable3246212,,370,30,0.0728283414,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable3342606,,784,1132,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3336712,,700,1129,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00044810868510230666,busbar83732,,798,903,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591859516061014e-06,cable3338206,,219,1038,0.0104384471,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001019744712601516,geo_schematic_cable14578,,205,455,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable3246217,,38,880,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741087859896818e-06,cable2727646,,139,1184,0.015217123300000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.25480120777959e-05,geo_schematic_cable23104,,605,390,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0022532200720934217,cable3154280,,268,172,0.140450824,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.543169118544606e-06,cable3341611,,533,317,0.0141505452,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741096461185045e-06,cable3336718,,267,1173,0.0125843538,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0022528959165998004,cable1218152,,380,580,0.0634396466,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.662628536958946e-06,cable3338255,,13,333,0.0106546178,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0006212810966061318,cable1200969,,435,145,0.10207880400000001,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.245803183537465e-07,busbar87062,,754,98,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.132524534307196e-05,cable1132426,,512,678,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741091020636924e-06,cable3336402,,570,426,0.0157752696,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar355180,,849,1163,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.889304851106987e-05,cable1198357,,408,432,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0004481086446895152,cable1144109,,151,650,0.025804263299999998,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.759185951606101e-06,cable3338207,,558,578,0.0115468421,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330492345362152e-05,cable1198274,,565,479,0.0173655495,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580620060000907e-06,cable2972153,,238,1031,0.0203346388,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.3991480825921864e-05,cable3338641,,387,875,0.0382279661,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1134376,,143,960,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5431613148907295e-06,cable3341620,,347,1110,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250195e-06,cable3338479,,859,325,0.0107355347,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518353702871248e-05,cable1155739,,105,1009,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0004478049523308156,geo_schematic_cable22426,,714,776,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662616411523205e-06,cable3339099,,1010,961,0.012592293899999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185951606101e-06,cable3338174,,663,395,0.0116044483,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185951606101e-06,cable3338948,,689,33,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003292046078628845,busbar355176,,518,563,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.245526063882987e-07,simulated23398576_173091586,,948,754,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.54315531241643e-06,cable3341612,,533,556,0.0129543014,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1198988,,668,1222,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.361408097816375e-05,cable1134162,,249,168,0.0533777681,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250193e-06,cable3338741,,479,811,0.0112231522,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.332263715772118e-12,cable1508109,,732,182,0.0249260742,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001219495104408521,cable3977065,,494,516,0.0151934883,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580623927142637e-06,cable2187621,,636,851,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662631864255054e-06,cable1219825,,56,1010,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.455469719116231e-11,cable1508108,,62,140,0.0603883345,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580615429156707e-06,cable3338287,,1111,1185,0.0272990985,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
9.776351621029488e-12,busbar254957,,1226,226,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338201,,471,613,0.0119237902,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.108630432177617e-05,cable1179929,,836,550,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330484211824093e-05,cable2085236,,1200,163,0.043278402900000006,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508052,,539,274,0.0591755864,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759198624444349e-06,cable3338951,,46,806,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.3960214202919764e-11,cable3261195,,199,584,0.0726566057,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.364824862260025e-05,cable2781901,,178,86,0.0380924534,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759206578813112e-06,cable2767002,,766,898,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00018145857838462644,cable3976901,,993,373,0.0117146066,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.5249137056587303e-11,geo_schematic_cable25607,,535,288,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919862444435e-06,cable3338203,,766,1238,0.010942447899999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.148218167828689e-05,cable1199729,,790,267,0.0222989465,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.4890436471841356e-06,cable4185370,,303,460,0.012159314000000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665254945792743e-06,cable3338481,,859,209,0.0126694396,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.444651384141577e-05,cable1193208,,611,139,0.0425682691,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.002253220059651072,cable2241414,,170,268,0.146051752,0.0634,0.09,0.001,0.0,1000.0,1.0,1,,True
5.662621642415404e-06,cable3338851,,20,1229,0.0151776111,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.831309050384601e-05,cable2788553,,249,198,0.022918291799999997,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024561e-06,cable3338997,,664,1133,0.011456723200000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar355168,,923,1065,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518385384977102e-05,cable1134196,,335,757,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.8705444648234296e-05,cable1199340,,235,402,0.0684369165,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.7223272698922946e-05,cable1201911,,312,555,0.0175738475,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
9.214695117764752e-05,cable1199706,,575,188,0.0383678653,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar254972,,35,581,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662621642415404e-06,cable3339122,,762,833,0.0254423767,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952654e-06,cable3339098,,644,1079,0.0126412368,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338860,,361,586,0.0111154064,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3719711,,408,154,0.0118310796,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665254945792743e-06,cable3338488,,740,760,0.011345645599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759188631108152e-06,cable3338913,,890,270,0.0447647518,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338950,,537,1186,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable2085248,,677,938,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.2661021116564767e-05,cable1138762,,649,822,0.03641241,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325248515729672e-05,cable2717490,,236,538,0.0314630245,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003052368919706922,geo_schematic_cable235942,,852,1209,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.245712607530383e-07,busbar87065,,967,937,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508059,,467,936,0.0175787586,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662628536958946e-06,cable3338218,,916,1051,0.0127597632,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325236827538956e-05,cable3338857,,44,367,0.0460581891,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00044921661079845294,geo_schematic_cable14132,,319,532,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.722325829410448e-05,cable1245992,,831,369,0.0217342155,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151837458271223e-05,cable1136224,,76,361,0.0150601889,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00019005322418176414,cable2798312,,826,8,0.0582611463,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741096461185043e-06,cable3336716,,149,456,0.011609195700000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.116122930929128e-05,cable2187590,,1154,882,0.0107381556,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66262267153598e-06,cable3338254,,678,42,0.0127470565,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00018429401737144637,cable1185634,,871,673,0.0158501555,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.000195197000442035,cable1159159,,343,223,0.0169461796,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151837320083765e-05,cable1112530,,105,502,0.0250613649,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665261208221133e-06,cable3338749,,734,264,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010045105443547213,geo_schematic_cable23106,,605,259,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.160043571035137e-05,cable3687708,,515,418,0.0467819346,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
1.1482186133899126e-05,cable2797792,,383,290,0.0381854285,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508083,,1041,377,0.0594254683,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0022651447804588405,cable1235105,,241,67,0.0636448308,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.662619344234469e-06,cable3338210,,282,22,0.0120196061,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1213693,,310,1113,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar355181,,1002,849,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.3036742997519346e-05,cable1170760,,462,15,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5431646167022955e-06,cable1138336,,726,5,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518375475879806e-05,cable1112282,,461,824,0.0188514001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919586070013e-06,cable1170919,,310,375,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.4932472899056655e-06,cable1159589,,45,1171,0.0332694051,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741091020636924e-06,cable3255753,,611,638,0.0151440951,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482181160341619e-05,cable1198361,,417,346,0.0197943075,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665271842973312e-06,cable2769360,,256,966,0.0241486505,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.15183881487211e-05,cable1130563,,645,234,0.0110663293,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.002265144796153245,cable1228539,,856,834,0.221573442,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.7591823789492775e-06,cable1131088,,462,40,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151838181230012e-05,cable1201318,,29,216,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.3036731942501157e-05,cable1245870,,81,411,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.6257695556586574e-12,cable1195034,,308,1139,0.0331989934,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
1.5324353204428723e-11,cable1185372,,675,1198,0.0799168284,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00016395401368339934,cable3339039,,852,354,0.035426009,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543167617926598e-06,cable3341619,,505,1088,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185462897783e-06,cable3338946,,627,2,0.020645422,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580620839915739e-06,cable1151657,,27,868,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665245755820082e-06,cable3338467,,429,659,0.0114707563,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.72232867407585e-05,cable1245338,,433,610,0.0172289181,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665245755820082e-06,cable3338687,,356,846,0.0117528683,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable4228694,,199,1252,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330506964041207e-05,cable2085241,,875,740,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.2964371957860954e-05,cable1147089,,443,57,0.0244033008,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759186600418825e-06,cable3338992,,855,147,0.0458869556,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580616972769727e-06,cable3338345,,204,728,0.0144092723,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1174050,,143,407,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591796151889656e-06,cable1214563,,316,46,0.019544134799999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.927673941282438e-05,cable2788249,,947,1216,0.0163745691,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3338329,,235,1022,0.0134062966,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
8.497874359000344e-05,cable2768850,,987,178,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338155,,528,1261,0.0115240969,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741081020473323e-06,cable3336327,,686,656,0.0121695972,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00011897027619230637,geo_schematic_cable1773,,920,427,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759180424112471e-06,cable3338144,,231,639,0.011527241,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1197187,,53,451,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.46341604129561e-05,geo_schematic_cable332947,,112,408,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.244903345158202e-07,cable1155376,,1040,295,0.12284379599999999,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
0.00010763977215581524,geo_schematic_cable14579,,78,1025,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518366375711598e-05,cable1226652,,230,589,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003288860895861562,busbar355167,,171,281,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151838587367937e-05,cable1136312,,51,802,0.0220500808,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665248683365865e-06,cable3338480,,1000,1206,0.0125033194,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.4555445702132528e-11,cable2122109,,237,80,0.12310781,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
7.25480213502966e-05,geo_schematic_cable23102,,390,729,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.7223269175199627e-05,cable1118474,,402,837,0.0154470184,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952655e-06,cable3338252,,203,1230,0.0124592933,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741094181377371e-06,cable3336382,,720,590,0.0145698423,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.9105406484117954e-11,simulated33409252_83235270,,1076,132,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759187940171802e-06,cable3338171,,964,681,0.043869729999999996,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185462897783e-06,cable3339040,,354,300,0.0125621403,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543167617926598e-06,cable3341618,,854,493,0.010964304000000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.243144411967335e-07,simulated29539706_245936,,172,194,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable380326,,1094,940,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001756993898969302,geo_schematic_cable235943,,852,993,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00032888608332001064,busbar355178,,1015,171,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.9253079041780003e-11,cable1232330,,580,609,0.0617037786,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable119768,,842,1193,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250193e-06,cable3338489,,740,1202,0.0115940934,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591874935872514e-06,cable3339049,,438,906,0.036407536,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952655e-06,cable3339123,,592,697,0.0124312439,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.244897558085331e-07,simulated151101321_24056503,,295,280,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662624772419765e-06,cable3338226,,538,931,0.0230850386,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.7277550220784097e-05,cable1152898,,131,397,0.019817714599999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00011640636375757172,geo_schematic_cable233372,,665,260,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66261768058931e-06,cable3338853,,487,1178,0.0153142287,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.335108119437259e-05,cable2767006,,85,1213,0.0109925279,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010045105443547213,geo_schematic_cable60888,,758,660,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.0225513303587475e-05,cable2972155,,124,449,0.0123183185,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591831878558e-06,cable3338200,,471,951,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580616978181736e-06,cable3338346,,199,713,0.0153193968,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508051,,274,812,0.06741384480000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00011897028538228041,cable2769150,,359,719,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338936,,63,28,0.0125097672,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.245214261887006e-07,simulated23398575_99463,,834,624,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
8.062862720202857e-05,cable1176757,,51,908,0.0441121707,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518375475879806e-05,cable1245871,,392,663,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665261208221134e-06,cable3338645,,810,222,0.0113555329,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952654e-06,cable3338250,,672,167,0.0114274232,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010192716876791411,cable1133413,,106,249,0.0267614087,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
8.497876028346102e-05,cable1194678,,565,519,0.0202008147,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00048137943964528663,simulated23378216_40739,,583,996,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759183187855799e-06,cable3338146,,231,90,0.0115853881,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7410878598968165e-06,cable3336740,,294,900,0.014795721,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741091020636925e-06,cable3336380,,837,629,0.0170053917,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704921e-06,cable3336727,,65,591,0.0117047217,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277301e-06,cable3338158,,216,999,0.0115537272,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919634940238e-06,cable3338920,,17,49,0.0125880147,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.2650471871448018e-05,cable2125738,,487,44,0.0424966009,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable235971,,584,965,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.022550093305619e-05,geo_schematic_cable196991,,449,769,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1161226980361446e-05,cable2972150,,506,83,0.0177728547,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482186082947172e-05,cable3834168,,312,652,0.020187885000000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591859516061014e-06,cable3338959,,757,386,0.012019954000000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508054,,71,594,0.033084394,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.9888447184085396e-05,geo_schematic_cable36468,,748,816,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0022416152789627906,cable2937656,,580,376,0.0146647772,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338205,,766,340,0.0118249263,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.3825849052988097e-11,simulated35224015_84230727,,781,648,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518365566794733e-05,cable1191856,,543,421,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1174763,,316,1090,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919586070013e-06,cable3338904,,466,1050,0.012587967700000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.016337853786801e-11,cable1508106,,688,534,0.034477582,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.74108381822616e-06,cable3269446,,229,269,0.0112929934,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1151332,,596,352,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar83734,,799,520,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00011897027619230634,geo_schematic_cable1684,,825,1071,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66261934423447e-06,cable3339129,,485,1126,0.0143968464,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662627902424506e-06,cable3338859,,367,866,0.015446101799999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759180424112471e-06,cable3338942,,120,1083,0.0113522499,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6652549457927425e-06,cable3338668,,50,630,0.0115445844,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010197453955490494,cable2767494,,719,473,0.0149078738,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325250813911216e-05,cable1134245,,475,364,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.607353546459377e-05,cable1176111,,809,127,0.0339452989,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482181496795365e-05,cable3834167,,383,845,0.0323784072,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759195860700131e-06,cable3338873,,458,1046,0.0109790831,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.674186249812774e-05,simulated22959534_100929,,974,690,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580614654645639e-06,cable1191398,,713,990,0.011465807699999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable1208340,,8,739,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.728231131623512e-11,cable1508110,,534,732,0.0443029076,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.963835609326986e-05,cable1135646,,236,56,0.0257022311,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741087341955163e-06,cable3336709,,606,1135,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1198540,,433,552,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.53219927827556e-05,cable2781259,,1030,104,0.0156168695,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662625604244002e-06,cable3338228,,334,1205,0.0131919677,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00014397969833557375,geo_schematic_cable1842,,272,276,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0006270843374546939,cable3517571,,12,564,0.23466452599999998,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.66525828068182e-06,cable3338683,,3,872,0.0121949225,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580620839915738e-06,cable3338322,,926,933,0.0126573637,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580617741875959e-06,cable3713957,,741,818,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759191799318856e-06,cable3339038,,354,718,0.0130075769,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
