loading_percent,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service
1.1518368330551782e-05,cable1134054,,15,410,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003052368946080672,cable1115303,,595,575,0.033784448099999996,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.889305509357606e-05,cable1111335,,206,252,0.027310877900000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001189151077088335,cable2788248,,320,107,0.0376356102,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001245776386584494,geo_schematic_cable134847,,870,669,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.58061465464564e-06,cable3338288,,722,1192,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66261934423447e-06,cable3338215,,96,1012,0.013657345599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.133050173900793e-05,cable1150448,,104,793,0.0182594552,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759186118442258e-05,cable1176925,,908,483,0.0449631848,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.240391955154374e-07,busbar355183,,1002,1167,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741096461185044e-06,cable3336363,,179,94,0.0121183635,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338937,,802,425,0.0121813489,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482187481821955e-05,cable1207116,,343,680,0.0175780047,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0002591633999762635,geo_schematic_cable27520,,532,272,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1161227760271066e-05,cable2972152,,506,741,0.0233967739,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010045105134823897,geo_schematic_cable22959,,559,4,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003288861263984005,busbar85067,,103,820,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.1986042412148456e-12,cable1201724,,268,507,0.036086169200000004,0.2686,0.3596,0.001,0.0,1000.0,1.0,1,,True
3.90642762870214e-05,cable2970008,,238,506,0.0281128502,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0022528959121103248,cable3517710,,172,829,0.17815060500000002,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.022549784582208e-05,geo_schematic_cable196967,,141,135,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665250612058043e-05,cable1171346,,86,717,0.0399610252,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741096461185043e-06,cable1197746,,343,439,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662617879950228e-05,cable1209432,,942,156,0.106542893,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662618188221581e-05,geo_schematic_cable27941,,101,224,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003230708934866472,cable1134809,,608,779,0.0521148409,0.869,0.124,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338150,,174,867,0.0118905444,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7410896217624325e-06,cable3336741,,294,1097,0.0127913309,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250197e-06,cable3338685,,752,995,0.010985234200000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741087859896818e-06,cable3336385,,837,279,0.0371292422,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250194e-06,cable3338476,,514,1187,0.0117802393,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable233324,,516,885,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5806151507842283e-05,cable3338341,,254,721,0.0379318498,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508080,,324,991,0.0296543955,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001019744712601516,geo_schematic_cable260721,,455,801,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.5322011051345735e-05,cable1140554,,717,765,0.0528047382,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250194e-06,cable3338744,,744,399,0.0122966689,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665245755820082e-06,cable3977132,,283,311,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003288861351571335,busbar85065,,118,1235,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518369139460158e-05,cable1162383,,310,972,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.4890436471841356e-06,cable3341083,,303,225,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003288861297449696,busbar85068,,1,1013,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5431582350370886e-05,cable1106907,,176,726,0.0331635644,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662625604244001e-06,cable3338259,,87,1151,0.0126305592,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.455511228868138e-05,cable1196756,,1073,105,0.028073909799999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185951606101e-06,cable3338179,,73,1096,0.0121704442,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591917993188565e-06,cable3338152,,824,742,0.0158291568,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151838181230012e-05,cable1175603,,250,633,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00032307088821065277,simulated23121435_58681,,780,248,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.002241615308530905,cable1236610,,1026,772,0.046278739799999996,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
1.1518382684409254e-05,cable2786239,,472,36,0.06321343310000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar254954,,1183,517,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
8.037525734110886e-05,cable1116353,,312,899,0.0481210612,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.348367787005488e-05,cable2187591,,902,666,0.0233287394,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.3036738278920316e-05,cable1225387,,673,392,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482183803139668e-05,cable1195632,,57,700,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5806146546456386e-06,cable3713955,,506,1201,0.0103042178,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66262267153598e-06,cable3339097,,644,1118,0.01189326,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6626193442344685e-06,cable3338256,,13,1217,0.011573872800000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591874935872514e-06,cable3338956,,444,1166,0.045042375200000005,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.133049986789148e-05,cable1148278,,579,744,0.0181568048,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277301e-06,cable3338147,,413,541,0.011525830499999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.038616295835377e-12,cable2774246,,278,857,0.0415507603,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.485693034245398e-11,cable1132583,,911,1072,0.174979966,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
3.348368559353411e-05,cable2187592,,72,902,0.017754592200000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741081020473323e-06,cable3269444,,652,975,0.0112921536,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003288861355841245,busbar85071,,1087,25,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330504462878275e-05,cable1171182,,561,363,0.0176274108,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185951606101e-06,cable3338940,,705,97,0.0116818057,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0004481086752461535,simulated160200990_24039686,,982,798,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.303673198462716e-05,cable1112730,,419,81,0.0601457699,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.732573349570275e-12,cable1192058,,81,1069,0.0298846987,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.335104696751729e-05,cable3339034,,188,434,0.0392817439,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662616411523206e-06,cable3338227,,334,755,0.0108029809,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338949,,537,901,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar254971,,581,1103,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192936839685e-06,cable3338930,,40,968,0.0310335209,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00030523689554335954,geo_schematic_cable235928,,753,1093,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable119769,,842,1017,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759198624444349e-06,cable1129949,,908,447,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0002526079060091821,cable3768146,,6,691,0.0331595847,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0004813794518944364,cable1237990,,794,463,0.0785838057,1.2022,0.127,0.001,0.0,1000.0,1.0,1,,True
5.759191799318854e-06,cable3338952,,437,865,0.015270430100000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.002241615305300204,cable2937658,,888,1075,0.37285840000000003,0.0652,0.0857,0.001,0.0,1000.0,1.0,1,,True
1.0902944551306581e-11,cable1152508,,409,1089,0.0547637935,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1200267,,85,797,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759193096962884e-06,cable3338871,,458,957,0.0116615864,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00019519700412072328,cable2797797,,223,206,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759183187855799e-06,cable3338863,,306,819,0.0116523094,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665235528458234e-06,cable2085235,,163,973,0.0207300267,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250193e-06,cable3338477,,514,58,0.0122413386,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable34380,,857,302,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741081020473324e-06,cable3336325,,74,1232,0.011947646000000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.463415761519375e-05,geo_schematic_cable22425,,776,1066,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003230708852860464,simulated69876900_24069238,,779,929,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.745221276258099e-11,cable4304011,,588,212,0.344334367,0.869,0.124,0.001,0.0,1000.0,1.0,1,,True
5.5733779327129726e-11,simulated23378215_187645,,435,1157,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665254945792743e-06,cable3338648,,330,1114,0.010910294800000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759183676563274e-06,cable3338876,,92,1130,0.0126729105,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
9.776351621029488e-12,busbar254959,,416,1226,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6626185124114226e-06,cable3338209,,476,239,0.0153608354,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338955,,444,34,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759188715363371e-06,cable1215234,,144,705,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar251729,,388,125,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518379048554604e-05,cable1184842,,461,528,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952655e-06,cable3339128,,485,1100,0.0131101546,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3336350,,100,959,0.010875523,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325239323004088e-05,cable1217615,,764,672,0.0168231984,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518368650753547e-05,cable1209083,,127,306,0.0151266489,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759183187855799e-06,cable3338929,,642,977,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
9.064402015831833e-05,cable1180317,,11,622,0.035129368800000005,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.6987844680864308e-05,cable1246455,,106,180,0.0179287538,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00032920459532321834,busbar355174,,183,289,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759187249235886e-06,cable3338953,,437,1214,0.012670572,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.0225507118321736e-05,geo_schematic_cable196990,,135,238,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543159139099831e-06,cable3341629,,470,897,0.022091595600000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6626153824078225e-06,cable3338281,,227,414,0.0153367735,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001524356469514014,cable2845348,,354,327,0.0549934077,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325231793926586e-05,cable1137268,,180,540,0.0203154121,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00048107507257429144,geo_schematic_cable14330,,114,440,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.2660976566708518e-05,cable2085237,,875,1200,0.033771523799999995,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741091020636925e-06,cable3336726,,65,683,0.0149716842,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759176851435623e-06,cable3338941,,472,604,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
8.31473966544285e-05,cable1190482,,30,176,0.0400436807,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.148218292220653e-05,cable2797308,,555,74,0.0202638968,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759183187855799e-06,cable3338202,,355,1034,0.011487974599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.74108381822616e-06,cable3336388,,287,593,0.0144563485,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable1777,,801,1016,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338170,,208,228,0.0116006781,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662616411523204e-06,cable1137900,,107,159,0.0167339287,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.3036748188011706e-05,cable1198773,,84,964,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5806088431528255e-06,cable1154136,,215,675,0.0378708559,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151838181230012e-05,cable1111313,,871,231,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001294236583821244,cable3888529,,1153,373,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.58061465464564e-06,cable3338320,,724,1241,0.011982222399999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759187493587251e-06,cable3339043,,642,827,0.058908551600000005,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518378239630331e-05,cable1195693,,910,233,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.217264045823411e-05,cable2777154,,88,836,0.0533015203,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.74108381822616e-06,cable3336708,,924,469,0.0133015888,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.0225507118321736e-05,geo_schematic_cable196966,,769,60,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330513633829525e-05,cable1210874,,338,283,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543161465170618e-06,cable3341628,,378,348,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508084,,991,1041,0.0294015515,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable3888790,,191,373,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518376284812571e-05,cable1135124,,316,537,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0019124385520194298,cable1130311,,285,911,0.10130380800000001,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
1.7223248734404656e-05,cable2727647,,139,43,0.0467464235,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.8795925898883156e-05,cable1178131,,335,310,0.0312076134,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001151837333227838,geo_schematic_cable1851,,1006,51,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.74109925893868e-06,cable3336367,,876,393,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741099466991739e-06,cable1155265,,610,450,0.0188405639,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.532201270121147e-05,cable1181546,,396,185,0.0533463545,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759188631108154e-06,cable3338866,,362,909,0.0215555542,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00014397970743574394,geo_schematic_cable1854,,54,316,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.185873006264629e-05,geo_schematic_cable1858,,339,129,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741087512411917e-05,cable2797791,,432,19,0.019220183,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0002526079040658323,geo_schematic_cable22433,,620,123,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704921e-06,cable3336364,,179,240,0.0122275705,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759193585659141e-06,cable1119598,,871,413,0.0197019076,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00044780494600933884,geo_schematic_cable22429,,832,714,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5806146546456386e-06,cable3806606,,379,173,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar85063,,976,350,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151838181230012e-05,cable1182985,,668,345,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6652493134238706e-06,cable1155011,,519,525,0.0178030967,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662619344234469e-06,cable3338220,,715,382,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952654e-06,cable3339127,,128,830,0.0125483793,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325248515729668e-05,cable1177520,,320,96,0.0180251478,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.108631992911832e-05,cable1137465,,88,378,0.0112855991,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00017329755972402182,simulated23176244_40735,,151,1218,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar251730,,388,600,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.91102653596354e-05,cable1153450,,910,85,0.0281525743,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330528678871789e-05,cable3338644,,387,810,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662623306063619e-06,cable3339120,,545,1162,0.0190895702,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1163647,,168,685,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66261934423447e-06,cable3338258,,87,1182,0.0124203235,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759187249235886e-06,cable3339092,,322,326,0.0239709162,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3336358,,450,1169,0.0107294022,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482183958095338e-05,cable1152374,,57,606,0.0180168004,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741094181377372e-06,cable3336387,,597,970,0.014710587,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00011897029164470769,geo_schematic_cable1686,,939,825,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252648299394e-06,cable3338471,,220,1018,0.0137980017,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919586070013e-06,cable3338178,,73,1137,0.0104713669,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338142,,59,877,0.0113898118,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1161232396519887e-05,cable2187595,,882,722,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable3246213,,885,271,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0022416153165905417,cable1236611,,772,709,0.07056857479999999,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.759192288024561e-06,cable3339094,,568,803,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.108634138861052e-05,cable1112314,,836,1121,0.0118787184,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1225063,,26,679,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.5431637160951275e-06,cable1246619,,498,854,0.0157800513,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0011080543275392646,cable3154112,,583,12,0.145919462,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.741096461185043e-06,cable3336369,,720,301,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704921e-06,cable3336359,,610,1119,0.0134557891,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741086615985959e-06,cable3336352,,100,7,0.0122035815,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable1203936,,908,682,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591859094819705e-06,cable3338172,,208,921,0.045952899000000005,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518365566794733e-05,cable1173198,,645,890,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330505277589932e-05,cable1218154,,822,1028,0.0174050868,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.002241615325083153,cable3368615,,189,706,0.12034010499999999,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
1.1330510725306122e-05,cable1227017,,396,859,0.017565307199999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0006212810686757537,cable3517570,,564,884,0.138353125,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3977142,,369,508,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741093663438367e-06,cable3336360,,431,1131,0.0118076394,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952655e-06,cable3338251,,203,299,0.0108518926,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable1861,,1109,619,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518371903212201e-05,cable1215377,,250,17,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741083818226161e-06,cable3336324,,555,1246,0.012732307799999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.53219959139699e-05,cable2768852,,579,1030,0.0270401214,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543161465170618e-06,cable3341622,,500,708,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0004810138768542732,simulated24502843_202755,,12,1220,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482171678122388e-05,cable1160143,,790,149,0.0211009576,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330497774069898e-05,cable1108427,,579,3,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.17404373571654e-11,cable1508107,,140,688,0.0590011238,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662619344234469e-06,cable3338229,,672,157,0.0103408035,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable3338643,,677,496,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.39757039053414e-05,cable1215066,,20,487,0.0422147862,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665248053313062e-06,cable3338680,,490,1165,0.0169608649,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741091020636924e-06,cable3336744,,1032,1082,0.016347936700000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.798301485389881e-05,cable1191176,,519,579,0.0437595159,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0002209447320000566,geo_schematic_cable14111,,164,939,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable1790,,655,544,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003288860741342855,busbar355169,,927,286,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003227693907736074,geo_schematic_cable27949,,582,1179,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7410870617532434e-05,cable1191230,,252,417,0.0245166655,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.2964330117861363e-05,cable1194752,,433,26,0.0409344169,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable380329,,165,1058,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919586070013e-06,cable3338872,,587,55,0.0113556138,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.6741853236433345e-05,cable2554554,,177,1154,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.988843172704701e-05,geo_schematic_cable61754,,152,759,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580617741875959e-06,cable3713956,,741,625,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.9888434878577973e-05,geo_schematic_cable36467,,759,874,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.426431458713804e-11,simulated23058287_112903,,308,1092,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00012942364652097102,cable3295683,,985,1153,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665248683365866e-06,cable3338747,,403,1081,0.0127274328,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.607351608460492e-05,cable1211042,,146,576,0.0376386052,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580616972769727e-06,cable2729612,,192,379,0.0261452661,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.301121098295765e-05,cable1144520,,472,332,0.0198990705,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
