,vm_pu,name,vn_kv,type,zone,in_service
455,0.9677038130076412,cn-cable3338220-t2,11.0,b,,True
456,0.9993467153069985,cn-busbar254548-t2,11.0,b,,True
457,0.9514777932063335,cn-cable3339094-t2,11.0,b,,True
458,0.9990955929848332,node29539811,11.0,b,,True
459,0.9672543925618505,node74191979,11.0,b,,True
460,0.9993467153069985,cn-busbar254547-t1,11.0,b,,True
461,0.9514778098046873,cn-cable3338208-t2,11.0,b,,True
462,0.9677038279148998,node69876702,11.0,b,,True
463,0.9819235088000139,cn-cable4191430-t2,11.0,b,,True
464,0.9514777810865874,node71578957,11.0,b,,True
465,0.9819235173339659,cn-cable3304342-t1,11.0,b,,True
466,0.9819235223462697,node101116426,11.0,b,,True
467,0.9544772148638344,cubicle40276,11.0,b,,True
468,0.9514778013706797,cubicle49329,11.0,b,,True
469,0.9819235352613864,cn-geo_schematic_cable23103-t1,11.0,b,,True
470,0.9514777830847069,cn-cable3338146-t2,11.0,b,,True
471,0.9544772147261983,cn-cable3336364-t2,11.0,b,,True
472,0.9514778045321529,node71578708,11.0,b,,True
473,0.9544772608932229,cn-cable3336325-t2,11.0,b,,True
474,0.9672543830598461,node67194544,11.0,b,,True
475,0.9990955929848342,node29539817,11.0,b,,True
476,0.9819235103542983,cn-cable3338320-t2,11.0,b,,True
477,0.9544772368166703,cn-cable3336329-t2,11.0,b,,True
478,0.9819235347143058,cn-geo_schematic_cable22959-t1,11.0,b,,True
479,0.9677038502035274,node59740715,11.0,b,,True
480,0.967703812843106,cn-cable3338221-t2,11.0,b,,True
481,0.9514777892979215,cn-cable3338949-t2,11.0,b,,True
482,0.9514778022833704,cn-geo_schematic_cable14329-t2,11.0,b,,True
483,0.9514777727365684,cubicle44692,11.0,b,,True
484,0.9514778036421306,cn-cable3339033-t2,11.0,b,,True
485,0.9819235093566843,cn-cable3338286-t2,11.0,b,,True
486,0.967703851979902,node59740701,11.0,b,,True
487,0.981923510594819,node36726519,11.0,b,,True
488,0.9544772122374188,cubicle50485,11.0,b,,True
489,0.9992970077088077,cn-busbar251726-t1,11.0,b,,True
490,0.9514777564035962,cn-cable3338904-t2,11.0,b,,True
491,0.9980275928165109,node84144930,11.0,b,,True
492,0.988558914963333,node67830839,11.0,b,,True
493,0.951477800928368,node59739651,11.0,b,,True
494,0.9985817547611087,cn-cable3368615-t2,11.0,b,,True
495,0.9514777682664385,cn-cable3338171-t2,11.0,b,,True
496,0.9672543839121358,node67195730,11.0,b,,True
