name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service
cable3338149,,671,162,0.0116667734,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338681,,741,96,0.0132388248,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1208340,,113,865,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1108662,,603,41,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1144109,,673,196,0.025804263299999998,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable3269442,,262,1010,0.011801363399999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2122107,,639,891,0.0435970813,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable3338853,,530,1142,0.0153142287,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable4185370,,72,1237,0.012159314000000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1194678,,18,43,0.0202008147,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1134196,,918,420,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14133,,1095,331,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable196967,,454,733,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2767007,,731,579,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1142423,,430,761,0.09247140159999999,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
cable3338486,,519,661,0.011368957099999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3304342,,465,148,0.029660578,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1225850,,651,73,0.018229978299999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1203936,,604,335,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2972155,,834,245,0.0123183185,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2937656,,77,107,0.0146647772,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable3338649,,596,1232,0.0110385695,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1111313,,210,720,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1245791,,92,534,0.0168118718,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338211,,205,1209,0.0112132736,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1116166,,727,365,0.0124332067,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508084,,895,1141,0.0294015515,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338221,,411,480,0.024819840800000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1246455,,305,897,0.0179287538,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338208,,377,461,0.011870401599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338938,,136,749,0.0132493053,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1143314,,29,800,0.024559668899999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338955,,376,767,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336325,,139,473,0.011947646000000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336324,,234,718,0.012732307799999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable332945,,886,705,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336352,,68,261,0.0122035815,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339120,,653,592,0.0190895702,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336329,,16,477,0.011100413100000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338946,,106,921,0.020645422,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14111,,755,179,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1185634,,210,864,0.0158501555,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1151657,,866,841,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2797797,,337,199,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2768858,,172,550,0.018921546299999998,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
cable4228694,,148,42,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508107,,1003,186,0.0590011238,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339040,,361,238,0.0125621403,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1192093,,372,850,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1851,,1204,838,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3342932,,323,1045,0.020148163700000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1116353,,124,105,0.0481210612,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338877,,914,621,0.0122431836,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2698392,,52,721,0.025471041899999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338934,,335,67,0.0129034876,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1184842,,217,51,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254548,,786,456,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336354,,857,101,0.011533185,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1158742,,130,190,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336728,,190,1102,0.0117384163,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338152,,180,638,0.0158291568,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3976901,,1018,567,0.0117146066,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338922,,57,764,0.0448542001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508052,,164,125,0.0591755864,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1159159,,370,337,0.0169461796,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3713957,,374,311,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1230482,,744,643,0.266887262,1.2022,0.127,0.001,0.0,1000.0,1.0,1,,True
simulated160200990_24039686,,643,1016,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3977132,,453,977,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2187598,,78,669,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338229,,250,1248,0.0103408035,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338348,,148,964,0.0137989584,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1204134,,423,80,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1108427,,496,53,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14112,,578,755,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1130563,,289,334,0.0110663293,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341627,,726,312,0.0145897603,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2767495,,596,633,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338479,,246,515,0.0107355347,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1111335,,199,712,0.027310877900000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339047,,249,228,0.0216386164,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338343,,627,723,0.012385458,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338465,,453,846,0.0109168514,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338662,,1006,1131,0.0113260006,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated151101321_24056503,,197,144,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1147089,,821,996,0.0244033008,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2972151,,699,19,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338223,,502,192,0.011538119,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338150,,103,517,0.0118905444,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1198357,,557,714,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1115922,,152,82,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508080,,666,895,0.0296543955,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable36468,,623,1057,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1224147,,474,802,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338285,,218,1140,0.018686295999999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338469,,104,108,0.012882055199999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1172443,,221,322,0.019575365600000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable65503,,276,237,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1173102,,92,1059,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1245743,,423,258,0.0236699905,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1158673,,18,1144,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338992,,89,988,0.0458869556,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1216725,,462,1089,0.041977511300000006,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar251728,,1072,2,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1220079,,624,292,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar251725,,552,1205,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336355,,857,751,0.0113026423,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1219300,,1043,673,0.0379318498,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable3256245,,266,14,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508083,,1141,869,0.0594254683,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339123,,814,924,0.0124312439,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508103,,5,70,0.051138413300000005,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338155,,51,554,0.0115240969,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336365,,681,935,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1173898,,918,500,0.0205341883,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338480,,174,371,0.0125033194,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable4191430,,349,463,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1219920,,52,437,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1214563,,123,535,0.019544134799999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar83734,,688,264,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1840,,1173,1038,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2187590,,344,617,0.0107381556,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1246751,,74,468,0.015221598,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1163647,,656,1149,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable36513,,150,1198,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable36507,,1057,52,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254547,,460,602,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2798317,,123,394,0.060402873,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338999,,132,1187,0.0176447343,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3246211,,439,253,0.0254998381,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338915,,256,1097,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338146,,720,470,0.0115853881,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336743,,702,588,0.0112820562,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1112530,,47,207,0.0250613649,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable34389,,636,200,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254957,,1024,569,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2085237,,562,213,0.033771523799999995,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar251727,,913,121,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338748,,853,1138,0.0115025747,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338879,,880,637,0.0176488543,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336358,,1219,774,0.0107294022,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1173614,,389,120,0.0381363615,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1115407,,43,297,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339125,,318,780,0.0115899146,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2729612,,266,283,0.0261452661,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated29539706_245936,,8,1136,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1199338,,428,22,0.026796474400000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1155739,,47,38,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1203186,,656,740,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1150712,,187,998,0.018527095,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338746,,434,1193,0.0120867989,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338151,,180,513,0.0110902121,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1106907,,40,757,0.0331635644,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339049,,537,362,0.036407536,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338937,,136,21,0.0121813489,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1197660,,225,99,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1790,,577,392,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2727646,,59,432,0.015217123300000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338641,,835,562,0.0382279661,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar85063,,451,748,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338910,,110,1020,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338684,,53,657,0.0172663043,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338177,,185,922,0.0143223244,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2788248,,3,462,0.0376356102,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1193659,,400,516,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1212416,,838,294,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336384,,972,1116,0.0109955615,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1169914,,801,645,0.0926866005,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable1217615,,608,250,0.0168231984,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1128596,,394,918,0.041526105,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338997,,191,659,0.011456723200000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1198988,,441,1224,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1227017,,474,246,0.017565307199999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable34384,,828,655,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1122081,,462,318,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2797799,,82,1222,0.057445793,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1136224,,288,951,0.0150601889,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3771840,,678,384,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1115901,,149,671,0.0165980824,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3517571,,920,564,0.23466452599999998,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable1148278,,496,195,0.0181568048,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338329,,488,1153,0.0134062966,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1171335,,191,89,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated23176244_40735,,673,934,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336716,,810,1172,0.011609195700000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1178131,,918,742,0.0312076134,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2863425,,824,444,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338181,,117,1069,0.010319559099999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3687708,,188,876,0.0467819346,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
cable1184388,,322,265,0.0535861591,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338171,,302,495,0.043869729999999996,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1142622,,26,115,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1176925,,604,423,0.0449631848,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2788249,,1089,203,0.0163745691,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3154115,,645,215,0.12231837699999999,0.2077,0.1006,0.001,0.0,1000.0,1.0,1,,True
cable3336386,,230,1036,0.015395175,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3246212,,138,595,0.0728283414,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254546,,602,786,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1209832,,387,30,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338669,,183,1218,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336717,,358,1,0.011548114699999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338216,,330,1167,0.0150936783,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable4304011,,813,491,0.344334367,0.869,0.124,0.001,0.0,1000.0,1.0,1,,True
cable3338953,,500,1184,0.012670572,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable60888,,981,399,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338212,,897,778,0.010792804500000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1184799,,636,230,0.0197545605,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338154,,307,665,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338170,,0,504,0.0116006781,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1194162,,712,857,0.017144044,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338749,,1030,499,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated23506966_24071491,,445,917,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1131659,,394,191,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338144,,720,324,0.011527241,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3154112,,64,920,0.145919462,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable1194752,,303,390,0.0409344169,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1181546,,474,584,0.0533463545,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338876,,87,747,0.0126729105,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339121,,653,1183,0.0177201258,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1218440,,503,271,0.0165894048,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338471,,104,418,0.0137980017,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2085236,,213,119,0.043278402900000006,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338936,,294,1188,0.0125097672,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3255754,,15,868,0.0211485508,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338945,,313,159,0.011978554,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3269444,,262,1251,0.0112921536,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1122795,,105,343,0.0306543446,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1192904,,40,286,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2788246,,259,172,0.166572319,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
cable3604370,,734,188,0.227717102,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable1114516,,617,943,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338346,,148,1090,0.0153193968,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341619,,231,628,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1212255,,793,174,0.0175535453,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1193140,,403,377,0.0231081109,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339128,,593,933,0.0131101546,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated69876550_161553384,,215,855,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1245871,,11,295,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1158124,,448,217,0.0381877506,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable69621,,385,1165,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable60887,,252,981,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338873,,926,290,0.0109790831,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3589940,,572,939,0.011670133,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254955,,1122,527,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341083,,72,1118,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1213693,,742,945,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1220681,,679,709,0.028491518,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338864,,367,687,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1199340,,488,225,0.0684369165,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338909,,110,642,0.030056525,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1207116,,370,16,0.0175780047,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338906,,483,1158,0.0155029296,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338866,,58,214,0.0215555542,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated23427399_210792,,892,1031,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1152374,,996,359,0.0180168004,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1194553,,1031,536,0.044417082299999994,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336380,,972,1117,0.0170053917,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508105,,458,475,0.0352831702,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336401,,850,570,0.0138051411,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable23100,,654,65,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1161714,,46,896,0.0207982914,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1776,,34,356,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2085234,,338,858,0.0217085285,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341621,,315,1178,0.010028749299999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508054,,253,568,0.033084394,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1132121,,667,608,0.053109233500000005,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336740,,769,309,0.014795721,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar355171,,708,907,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338911,,334,585,0.0266993644,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338683,,53,1049,0.0121949225,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1173947,,203,83,0.0119757879,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338468,,546,1213,0.0112310035,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated23032596_100931,,165,1035,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar87095,,582,1060,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338258,,740,960,0.0124203235,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1133130,,685,963,0.0536698988,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
busbar254542,,602,686,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338189,,38,1098,0.0105032367,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1201724,,211,1055,0.036086169200000004,0.2686,0.3596,0.001,0.0,1000.0,1.0,1,,True
busbar254540,,616,111,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254972,,171,771,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable27942,,479,1068,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable23106,,319,32,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338742,,195,683,0.0120067543,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1213024,,289,256,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3269445,,452,598,0.0119718397,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338148,,103,982,0.011543996999999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1139853,,627,316,0.0423393361,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336383,,82,531,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2187621,,443,380,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
