name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service
cable1199729,,523,358,0.0222989465,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341615,,329,352,0.0125079259,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338743,,1103,875,0.0117725817,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341617,,93,509,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1153450,,403,219,0.0281525743,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1160697,,219,1014,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336326,,223,135,0.0117540451,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338913,,872,1256,0.0447647518,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable25611,,28,803,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1245338,,303,613,0.0172289181,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1198773,,149,302,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14331,,331,310,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2767008,,651,317,0.013529849699999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1177224,,1105,624,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1200267,,219,694,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3768149,,705,124,0.11787181,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1690,,806,652,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2187597,,129,254,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1842,,493,1173,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1179929,,668,153,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3517710,,8,1008,0.17815060500000002,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable1151302,,536,706,0.122405194,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1128430,,84,884,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar88081,,831,1179,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339098,,701,695,0.0126412368,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3713958,,380,1011,0.0116575638,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254944,,807,171,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3713955,,44,1247,0.0103042178,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3834167,,372,670,0.0323784072,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1109576,,257,434,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1148501,,253,823,0.0503241503,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1121279,,782,523,0.0393975605,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1109073,,198,731,0.0101410543,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1137465,,52,726,0.0112855991,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1160143,,523,810,0.0211009576,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1195034,,160,1163,0.0331989934,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
cable1164554,,427,393,0.0172077435,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2879802,,735,526,0.0118515958,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1112314,,668,799,0.0118787184,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338204,,890,533,0.0106092309,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar87065,,54,1242,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1180079,,709,427,0.0371502598,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336709,,359,1150,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1155265,,613,1219,0.0188405639,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1854,,158,123,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2863422,,356,603,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3368615,,1191,494,0.12034010499999999,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable3339036,,249,1061,0.013410276700000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338850,,635,1192,0.0163200372,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable27941,,966,954,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable1777,,779,1044,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2727645,,15,760,0.0111768003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338219,,449,902,0.0133173783,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2085246,,519,293,0.022133138299999997,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1175921,,113,483,0.0170334457,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338174,,295,1075,0.0116044483,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338665,,60,350,0.011447495200000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1174796,,667,118,0.039169413300000004,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14366,,326,578,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338145,,671,33,0.011526587100000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338682,,1135,752,0.0100452246,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable235943,,236,1018,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2698390,,757,618,0.0432824691,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1210874,,255,453,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338646,,802,590,0.013218837499999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1219825,,667,848,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338872,,540,1195,0.0113556138,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338990,,89,798,0.0110871279,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14132,,331,100,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254971,,771,1053,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable23107,,839,319,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508056,,666,676,0.059007925,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1212240,,221,353,0.016728785399999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable25609,,822,736,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338227,,118,122,0.0108029809,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336369,,99,354,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338747,,516,648,0.0127274328,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2797791,,714,130,0.019220183,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14368,,1114,1074,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336742,,1047,915,0.011609467,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508108,,957,1003,0.0603883345,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341620,,315,776,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338183,,579,177,0.010319131,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2714379,,83,912,0.025112918,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338217,,950,1199,0.0128492126,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1198274,,18,366,0.0173655495,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable22429,,929,910,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341626,,153,904,0.0221196911,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated69876900_24069238,,520,35,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1236610,,1001,639,0.046278739799999996,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable1192058,,818,984,0.0298846987,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338917,,212,768,0.0419823,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338991,,420,662,0.0116562644,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable233324,,332,1056,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable135179,,98,511,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338666,,386,928,0.0154356965,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1142178,,196,859,0.0172849119,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable2727647,,59,146,0.0467464235,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable25610,,770,992,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336741,,769,1099,0.0127913309,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338640,,581,1146,0.0117235937,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1209083,,784,285,0.0151266489,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1225387,,864,11,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1225402,,199,773,0.0383411079,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14585,,999,1204,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1156065,,233,147,0.0203248027,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336712,,278,783,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338951,,535,862,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable23101,,240,276,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339042,,419,61,0.057062021100000006,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable332947,,647,557,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3517570,,564,995,0.138353125,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
simulated22932783_101448,,713,327,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1180317,,624,793,0.035129368800000005,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338940,,629,1208,0.0116818057,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3397106,,208,398,0.0565444715,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable119768,,803,827,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1115321,,821,277,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1134376,,325,766,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable233327,,1080,1139,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar87085,,582,1202,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1178431,,1067,255,0.0164980907,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable235942,,236,1054,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1246306,,302,0,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar87062,,641,282,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1508109,,167,1037,0.0249260742,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1194624,,761,797,0.0842137697,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
cable1198540,,303,587,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338920,,379,1058,0.0125880147,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated34701112_113872,,1027,79,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336353,,16,1130,0.0104454637,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338250,,250,1029,0.0114274232,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338483,,1031,1185,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar251715,,25,738,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3977142,,46,968,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338862,,951,429,0.0119455536,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338939,,281,1155,0.0114475142,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338153,,143,1115,0.0324318844,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336727,,1048,612,0.0117047217,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2797792,,372,304,0.0381854285,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338484,,13,1186,0.0208141334,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338685,,297,440,0.010985234200000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3976902,,567,763,0.0132018502,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1176975,,1089,449,0.0165979399,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338143,,233,75,0.0116613239,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable27951,,626,426,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1188760,,693,1023,0.221836743,1.2022,0.127,0.001,0.0,1000.0,1.0,1,,True
cable3338487,,519,716,0.011537515900000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339045,,1066,368,0.039406686399999995,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338924,,575,936,0.011447161400000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254954,,209,1122,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338476,,677,607,0.0117802393,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336718,,358,1250,0.0125843538,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2125762,,146,134,0.0363570159,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1134162,,994,656,0.0533777681,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable34380,,927,45,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3341616,,93,91,0.0155264376,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar87061,,282,1176,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1174050,,325,650,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1217585,,389,106,0.0184301797,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable260721,,689,779,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14367,,179,1007,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1193208,,15,59,0.0425682691,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1191398,,1090,1106,0.011465807699999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar87096,,144,582,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1131088,,80,1015,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1169351,,265,880,0.0254146243,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338228,,118,1094,0.0131919677,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339127,,318,1164,0.0125483793,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339129,,593,314,0.0143968464,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2717490,,912,351,0.0314630245,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1167419,,389,239,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1120171,,317,198,0.0118980231,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336726,,1048,1107,0.0149716842,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable196969,,932,454,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1132082,,123,395,0.0182400905,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3255759,,447,1233,0.017833324600000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336323,,139,1236,0.011269176099999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable36510,,150,1013,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable235971,,815,506,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2970007,,443,834,0.0475666946,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338256,,663,431,0.011573872800000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338328,,59,201,0.0236694827,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339034,,249,571,0.0392817439,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated22959534_100929,,559,905,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1225063,,390,501,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336714,,277,1076,0.0116218675,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336708,,896,644,0.0133015888,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338140,,436,88,0.0156841518,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable23102,,116,1168,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3255756,,165,1240,0.0116869739,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1171090,,472,325,0.0430140234,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1235105,,97,270,0.0636448308,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable1226201,,149,448,0.0379198134,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable27520,,100,493,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1216504,,423,189,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2727649,,146,1181,0.0229282593,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar251726,,489,877,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable23105,,116,956,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable235941,,763,236,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1172818,,333,635,0.020945599999999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1218985,,58,367,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1112101,,169,677,0.0190047472,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated23015020_203086,,840,332,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2119168,,79,97,0.0503241503,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
cable2768852,,496,925,0.0270401214,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338942,,625,151,0.0113522499,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2122108,,707,948,0.244303352,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
cable3338186,,844,675,0.012536151200000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2797793,,428,769,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable22432,,711,916,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2798312,,1042,113,0.0582611463,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336388,,230,1154,0.0144563485,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2781901,,163,187,0.0380924534,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1185372,,218,241,0.0799168284,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338871,,926,987,0.0116615864,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable380328,,1190,156,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1226652,,74,844,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1137312,,258,419,0.0111989542,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338645,,581,328,0.0113555329,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated22943741_144044,,447,883,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1127874,,288,540,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338341,,327,627,0.0379318498,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1118474,,225,972,0.0154470184,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1159699,,622,185,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338089,,436,863,0.013828305,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1107525,,400,296,0.0329574392,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338902,,353,1180,0.012713301100000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336402,,850,1064,0.0157752696,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated23398576_173091586,,1023,641,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338931,,368,81,0.0441192506,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable36502,,274,969,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3269446,,452,756,0.0112929934,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339041,,524,1062,0.0210723715,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated23052190_40598,,298,1162,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable14579,,703,34,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336362,,613,1166,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1246456,,795,157,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2085242,,213,519,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1114293,,507,1221,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3256246,,327,1129,0.0126310128,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1167879,,880,472,0.047322207,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338180,,117,360,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1175839,,784,288,0.0381355101,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338663,,41,1170,0.0107978066,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336368,,115,1260,0.0141002206,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338342,,380,466,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2085244,,338,13,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3269443,,46,291,0.0120910668,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339592,,804,845,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3339035,,571,899,0.0119553724,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated35224015_84230727,,71,630,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338930,,1015,414,0.0310335209,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336381,,82,1227,0.0201525537,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1155376,,758,197,0.12284379599999999,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
cable1181390,,800,583,0.0382591068,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1119137,,105,589,0.0256535492,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338156,,51,508,0.0109227308,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338202,,890,772,0.011487974599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338203,,468,193,0.010942447899999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336715,,810,1238,0.0121739021,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar83730,,990,688,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable22430,,175,886,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1132583,,308,1156,0.174979966,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
cable3336729,,190,796,0.0117427671,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3261193,,236,682,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1196756,,696,47,0.028073909799999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1152898,,228,401,0.019817714599999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar83739,,634,556,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable36515,,492,410,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1141727,,364,183,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable380329,,532,1261,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1246061,,231,315,0.0396920106,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable2774246,,343,927,0.0415507603,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3336713,,277,993,0.0120169753,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338926,,258,979,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1176111,,224,784,0.0339452989,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1246619,,93,31,0.0157800513,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar355167,,206,944,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
simulated74092492_199824,,1096,72,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable1115472,,390,467,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable34383,,655,717,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338327,,146,930,0.0287025963,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar254549,,919,830,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
busbar87058,,282,631,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
geo_schematic_cable380326,,967,1257,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
cable3338858,,555,1206,0.0155037235,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
