loading_percent,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,vm_pu,name_x,vn_kv_x,type_x,zone_x,in_service_x,name_y,vn_kv_y,type_y,zone_y,in_service_y,x,y,coords,geometry
1.1518371818963944e-05,cable1225850,,430,520,0.018229978299999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777549598334,node67193235,11.0,b,,True,node67193235,11.0,b,,True,152.915464,-31.4687954,,POINT (152.915464 -31.4687954)
1.727755281602313e-05,cable2767008,,430,1180,0.013529849699999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777549598334,node67193235,11.0,b,,True,node67193235,11.0,b,,True,152.915464,-31.4687954,,POINT (152.915464 -31.4687954)
1.1518385384977102e-05,cable1186103,,430,22,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777549598334,node67193235,11.0,b,,True,node67193235,11.0,b,,True,152.915464,-31.4687954,,POINT (152.915464 -31.4687954)
6.912924526494048e-12,geo_schematic_cable34383,,656,864,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772553422426,node60063851,11.0,b,,True,node60063851,11.0,b,,True,152.922025,-31.4730672,,POINT (152.922025 -31.4730672)
5.580620839915737e-06,cable3339677,,1171,1219,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9819235009791385,cubicle111007,11.0,b,,True,cubicle111007,11.0,b,,True,152.921512,-31.4681558,,POINT (152.921512 -31.4681558)
5.759192288024562e-06,cable3338907,,632,767,0.010120904,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777271338,cubicle48208,11.0,b,,True,cubicle48208,11.0,b,,True,152.913302,-31.4664218,,POINT (152.913302 -31.4664218)
5.7591963494023805e-06,cable3338908,,632,391,0.0142718578,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777271338,cubicle48208,11.0,b,,True,cubicle48208,11.0,b,,True,152.913302,-31.4664218,,POINT (152.913302 -31.4664218)
0.0,cable1210321,,158,1150,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777112586482,node69936339,11.0,b,,True,node69936339,11.0,b,,True,152.912351,-31.466795,,POINT (152.912351 -31.466795)
1.1518379048554602e-05,cable1127874,,158,383,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777112586482,node69936339,11.0,b,,True,node69936339,11.0,b,,True,152.912351,-31.466795,,POINT (152.912351 -31.466795)
1.1518384980510526e-05,cable1136224,,158,494,0.0150601889,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777112586482,node69936339,11.0,b,,True,node69936339,11.0,b,,True,152.912351,-31.466795,,POINT (152.912351 -31.466795)
5.759198624444348e-06,cable3339037,,291,742,0.0114257019,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777961493033,node23220058,11.0,b,,True,node23220058,11.0,b,,True,152.916741,-31.4678253,,POINT (152.916741 -31.4678253)
6.335103072201616e-05,cable3339034,,291,1020,0.0392817439,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777961493033,node23220058,11.0,b,,True,node23220058,11.0,b,,True,152.916741,-31.4678253,,POINT (152.916741 -31.4678253)
1.727755793907909e-05,cable3339047,,291,155,0.0216386164,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777961493033,node23220058,11.0,b,,True,node23220058,11.0,b,,True,152.916741,-31.4678253,,POINT (152.916741 -31.4678253)
5.759185462897783e-06,cable3339036,,291,411,0.013410276700000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777961493033,node23220058,11.0,b,,True,node23220058,11.0,b,,True,152.916741,-31.4678253,,POINT (152.916741 -31.4678253)
5.759189524277302e-06,cable1213024,,99,331,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777315547484,node71578342,11.0,b,,True,node71578342,11.0,b,,True,152.913587,-31.4662831,,POINT (152.913587 -31.4662831)
0.00010942464428804859,cable1127361,,99,753,0.016717779,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777315547484,node71578342,11.0,b,,True,node71578342,11.0,b,,True,152.913587,-31.4662831,,POINT (152.913587 -31.4662831)
1.1518394485142739e-05,cable1130563,,99,146,0.0110663293,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777315547484,node71578342,11.0,b,,True,node71578342,11.0,b,,True,152.913587,-31.4662831,,POINT (152.913587 -31.4662831)
1.1518371903212201e-05,cable1173198,,99,44,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777315547484,node71578342,11.0,b,,True,node71578342,11.0,b,,True,152.913587,-31.4662831,,POINT (152.913587 -31.4662831)
5.665248683365865e-06,cable3338478,,449,1173,0.011777773,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543791154115,cubicle46514,11.0,b,,True,cubicle46514,11.0,b,,True,152.905251,-31.4652386,,POINT (152.905251 -31.4652386)
5.665245755820081e-06,cable3338480,,449,879,0.0125033194,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543791154115,cubicle46514,11.0,b,,True,cubicle46514,11.0,b,,True,152.905251,-31.4652386,,POINT (152.905251 -31.4652386)
5.662625604244002e-06,cable3338220,,991,1259,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038188552463,cubicle39448,11.0,b,,True,cubicle39448,11.0,b,,True,152.910987,-31.4673677,,POINT (152.910987 -31.4673677)
5.662623306063619e-06,cable3338221,,991,949,0.024819840800000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038188552463,cubicle39448,11.0,b,,True,cubicle39448,11.0,b,,True,152.910987,-31.4673677,,POINT (152.910987 -31.4673677)
0.0003227692875100322,geo_schematic_cable27945,,1256,461,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038689298705,cn-geo_schematic_cable27945-t1,11.0,b,,True,cn-geo_schematic_cable27945-t1,11.0,b,,True,152.9124,-31.4676511,,POINT (152.9124 -31.4676511)
5.759189524277303e-06,cable3338173,,61,1243,0.0115487932,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777647434992,cubicle40258,11.0,b,,True,cubicle40258,11.0,b,,True,152.916164,-31.4685439,,POINT (152.916164 -31.4685439)
5.759190215213463e-06,cable3338175,,61,1089,0.0477568096,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777647434992,cubicle40258,11.0,b,,True,cubicle40258,11.0,b,,True,152.916164,-31.4685439,,POINT (152.916164 -31.4685439)
1.151838181230012e-05,cable1245871,,61,388,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777647434992,cubicle40258,11.0,b,,True,cubicle40258,11.0,b,,True,152.916164,-31.4685439,,POINT (152.916164 -31.4685439)
1.151837815538523e-05,cable1193140,,11,419,0.0231081109,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777979415631,node71579238,11.0,b,,True,node71579238,11.0,b,,True,152.914981,-31.4680053,,POINT (152.914981 -31.4680053)
6.911029217981135e-05,cable1153450,,11,529,0.0281525743,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777979415631,node71579238,11.0,b,,True,node71579238,11.0,b,,True,152.914981,-31.4680053,,POINT (152.914981 -31.4680053)
1.1518379048554604e-05,cable1195693,,11,975,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777979415631,node71579238,11.0,b,,True,node71579238,11.0,b,,True,152.914981,-31.4680053,,POINT (152.914981 -31.4680053)
5.6652549457927425e-06,cable2767495,,827,601,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543792832129,cubicle34140,11.0,b,,True,cubicle34140,11.0,b,,True,152.905305,-31.4650771,,POINT (152.905305 -31.4650771)
5.665242420940501e-06,cable3338649,,827,9,0.0110385695,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543792832129,cubicle34140,11.0,b,,True,cubicle34140,11.0,b,,True,152.905305,-31.4650771,,POINT (152.905305 -31.4650771)
4.888175810514745e-11,simulated33409252_83235270,,349,362,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9993467152731124,node33409252,11.0,b,,True,node33409252,11.0,b,,True,152.893999,-31.4661162,,POINT (152.893999 -31.4661162)
0.0,cable1215979,,599,536,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777275164089,node71578372,11.0,b,,True,node71578372,11.0,b,,True,152.91318,-31.4663343,,POINT (152.91318 -31.4663343)
1.1518376773513151e-05,cable1133494,,599,632,0.016942044500000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777275164089,node71578372,11.0,b,,True,node71578372,11.0,b,,True,152.91318,-31.4663343,,POINT (152.91318 -31.4663343)
1.1518369139460158e-05,cable1176211,,599,594,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777275164089,node71578372,11.0,b,,True,node71578372,11.0,b,,True,152.91318,-31.4663343,,POINT (152.91318 -31.4663343)
0.0003288861146507391,simulated67195932_24046367,,649,415,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9984463167204978,node67195932,11.0,b,,True,node67195932,11.0,b,,True,152.907773,-31.466393,,POINT (152.907773 -31.466393)
0.0,busbar355175,,506,1082,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9984841314931419,node161553390,11.0,b,,True,node161553390,11.0,b,,True,152.909655,-31.4664391,,POINT (152.909655 -31.4664391)
0.00032307078170355346,simulated69876900_24069238,,959,758,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9983182368469721,node69876900,11.0,b,,True,node69876900,11.0,b,,True,152.912357,-31.4671564,,POINT (152.912357 -31.4671564)
1.1518372712132767e-05,cable1167419,,76,406,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777593945631,node71579154,11.0,b,,True,node71579154,11.0,b,,True,152.915857,-31.4669753,,POINT (152.915857 -31.4669753)
1.1518374178255131e-05,cable1217585,,76,73,0.0184301797,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777593945631,node71579154,11.0,b,,True,node71579154,11.0,b,,True,152.915857,-31.4669753,,POINT (152.915857 -31.4669753)
2.303677325559982e-05,cable1173614,,76,87,0.0381363615,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777593945631,node71579154,11.0,b,,True,node71579154,11.0,b,,True,152.915857,-31.4669753,,POINT (152.915857 -31.4669753)
5.580608840465013e-06,cable1154136,,619,48,0.0378708559,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.981923509957025,node101116139,11.0,b,,True,node101116139,11.0,b,,True,152.920461,-31.468362,,POINT (152.920461 -31.468362)
5.58061465464564e-06,cable3338283,,619,69,0.012246127899999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.981923509957025,node101116139,11.0,b,,True,node101116139,11.0,b,,True,152.920461,-31.468362,,POINT (152.920461 -31.468362)
5.759186600418825e-06,cable3339090,,95,861,0.0437705592,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777931469748,node100121528,11.0,b,,True,node100121528,11.0,b,,True,152.917031,-31.467113,,POINT (152.917031 -31.467113)
5.759187493587252e-06,cable3339049,,95,1236,0.036407536,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777931469748,node100121528,11.0,b,,True,node100121528,11.0,b,,True,152.917031,-31.467113,,POINT (152.917031 -31.467113)
5.7591822946877435e-06,cable3339091,,95,412,0.0229431315,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777931469748,node100121528,11.0,b,,True,node100121528,11.0,b,,True,152.917031,-31.467113,,POINT (152.917031 -31.467113)
5.665257873342213e-06,cable3338742,,339,318,0.0120067543,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543743635417,cubicle34374,11.0,b,,True,cubicle34374,11.0,b,,True,152.907151,-31.4652686,,POINT (152.907151 -31.4652686)
5.665254945792742e-06,cable3338744,,339,929,0.0122966689,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543743635417,cubicle34374,11.0,b,,True,cubicle34374,11.0,b,,True,152.907151,-31.4652686,,POINT (152.907151 -31.4652686)
5.759185951606101e-06,cable3338943,,354,1257,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777978494235,cubicle34596,11.0,b,,True,cubicle34596,11.0,b,,True,152.915071,-31.4673142,,POINT (152.915071 -31.4673142)
5.759198624444349e-06,cable3338942,,354,442,0.0113522499,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777978494235,cubicle34596,11.0,b,,True,cubicle34596,11.0,b,,True,152.915071,-31.4673142,,POINT (152.915071 -31.4673142)
1.151836994838922e-05,cable1135124,,121,453,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777771176499,node71579091,11.0,b,,True,node71579091,11.0,b,,True,152.914717,-31.4667235,,POINT (152.914717 -31.4667235)
0.0,cable1174763,,121,1031,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777771176499,node71579091,11.0,b,,True,node71579091,11.0,b,,True,152.914717,-31.4667235,,POINT (152.914717 -31.4667235)
5.759190012982163e-06,cable1132082,,121,772,0.0182400905,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777771176499,node71579091,11.0,b,,True,node71579091,11.0,b,,True,152.914717,-31.4667235,,POINT (152.914717 -31.4667235)
5.759198135741255e-06,cable1214563,,121,622,0.019544134799999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777771176499,node71579091,11.0,b,,True,node71579091,11.0,b,,True,152.914717,-31.4667235,,POINT (152.914717 -31.4667235)
0.00012094291549104985,cable2798317,,121,86,0.060402873,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777771176499,node71579091,11.0,b,,True,node71579091,11.0,b,,True,152.914717,-31.4667235,,POINT (152.914717 -31.4667235)
5.580620839915739e-06,cable4191430,,446,642,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9819235021193988,cubicle77077,11.0,b,,True,cubicle77077,11.0,b,,True,152.920621,-31.4682263,,POINT (152.920621 -31.4682263)
5.580620839915739e-06,cable3338288,,446,965,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9819235021193988,cubicle77077,11.0,b,,True,cubicle77077,11.0,b,,True,152.920621,-31.4682263,,POINT (152.920621 -31.4682263)
5.662621642415404e-06,cable3342932,,873,531,0.020148163700000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038279540363,node23529726,11.0,b,,True,node23529726,11.0,b,,True,152.911719,-31.4654863,,POINT (152.911719 -31.4654863)
5.662620176058448e-06,cable3338859,,873,1163,0.015446101799999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038279540363,node23529726,11.0,b,,True,node23529726,11.0,b,,True,152.911719,-31.4654863,,POINT (152.911719 -31.4654863)
9.214702830167329e-05,cable1198176,,376,11,0.0525324049,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514778074324454,node22951202,11.0,b,,True,node22951202,11.0,b,,True,152.914983,-31.4675423,,POINT (152.914983 -31.4675423)
5.759188631108153e-06,cable3339041,,376,810,0.0210723715,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514778074324454,node22951202,11.0,b,,True,node22951202,11.0,b,,True,152.914983,-31.4675423,,POINT (152.914983 -31.4675423)
5.452953237655204e-05,cable2798314,,376,605,0.050480413,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514778074324454,node22951202,11.0,b,,True,node22951202,11.0,b,,True,152.914983,-31.4675423,,POINT (152.914983 -31.4675423)
0.0,cable1163647,,124,191,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038377761845,node69877101,11.0,b,,True,node69877101,11.0,b,,True,152.912688,-31.4681489,,POINT (152.912688 -31.4681489)
5.0963609934530454e-05,cable1138253,,124,657,0.055792946100000004,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038377761845,node69877101,11.0,b,,True,node69877101,11.0,b,,True,152.912688,-31.4681489,,POINT (152.912688 -31.4681489)
1.1325245900279686e-05,cable1165522,,124,267,0.028068766,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038377761845,node69877101,11.0,b,,True,node69877101,11.0,b,,True,152.912688,-31.4681489,,POINT (152.912688 -31.4681489)
1.1325232428460544e-05,cable1203186,,124,554,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038377761845,node69877101,11.0,b,,True,node69877101,11.0,b,,True,152.912688,-31.4681489,,POINT (152.912688 -31.4681489)
5.741087341955164e-06,cable3336742,,1071,1170,0.011609467,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772697372398,cubicle50566,11.0,b,,True,cubicle50566,11.0,b,,True,152.920956,-31.4704179,,POINT (152.920956 -31.4704179)
5.759189524277301e-06,cable3338954,,518,672,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777566996439,cubicle43556,11.0,b,,True,cubicle43556,11.0,b,,True,152.915786,-31.4660345,,POINT (152.915786 -31.4660345)
1.7277577352782818e-05,cable1246414,,248,314,0.016585059699999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777585850285,node67193367,11.0,b,,True,node67193367,11.0,b,,True,152.915621,-31.4684345,,POINT (152.915621 -31.4684345)
4.0314305267641854e-05,cable1157100,,248,430,0.0458642404,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777585850285,node67193367,11.0,b,,True,node67193367,11.0,b,,True,152.915621,-31.4684345,,POINT (152.915621 -31.4684345)
5.759192288024562e-06,cable1159699,,248,709,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777585850285,node67193367,11.0,b,,True,node67193367,11.0,b,,True,152.915621,-31.4684345,,POINT (152.915621 -31.4684345)
5.6652549457927425e-06,cable1155011,,417,870,0.0178030967,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543805996112,node67195678,11.0,b,,True,node67195678,11.0,b,,True,152.906765,-31.4651515,,POINT (152.906765 -31.4651515)
1.1330500701612335e-05,cable1115407,,417,118,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543805996112,node67195678,11.0,b,,True,node67195678,11.0,b,,True,152.906765,-31.4651515,,POINT (152.906765 -31.4651515)
6.798301059298178e-05,cable1191176,,417,359,0.0437595159,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543805996112,node67195678,11.0,b,,True,node67195678,11.0,b,,True,152.906765,-31.4651515,,POINT (152.906765 -31.4651515)
5.580620839915738e-06,cable1151657,,380,901,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9819235094609208,cubicle37985,11.0,b,,True,cubicle37985,11.0,b,,True,152.920968,-31.4687653,,POINT (152.920968 -31.4687653)
5.244801415168364e-07,cable1155376,,621,644,0.12284379599999999,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True,0.9993467152527717,cn-cable1155376-t1,11.0,b,,True,cn-cable1155376-t1,11.0,b,,True,152.895961,-31.4663873,,POINT (152.895961 -31.4663873)
5.580611556610992e-06,cable2554555,,111,56,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.981923502573216,node52761090,11.0,b,,True,node52761090,11.0,b,,True,152.920735,-31.4682563,,POINT (152.920735 -31.4682563)
1.1161247865102856e-05,cable2187590,,111,662,0.0107381556,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.981923502573216,node52761090,11.0,b,,True,node52761090,11.0,b,,True,152.920735,-31.4682563,,POINT (152.920735 -31.4682563)
3.185869843842702e-05,geo_schematic_cable69622,,678,298,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514778016748963,cn-geo_schematic_cable69622-t1,11.0,b,,True,cn-geo_schematic_cable69622-t1,11.0,b,,True,152.914663,-31.4667523,,POINT (152.914663 -31.4667523)
5.741083818226161e-06,cable3269445,,691,983,0.0119718397,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772777896534,cubicle39241,11.0,b,,True,cubicle39241,11.0,b,,True,152.920882,-31.4716977,,POINT (152.920882 -31.4716977)
5.74108381822616e-06,cable3269446,,691,424,0.0112929934,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772777896534,cubicle39241,11.0,b,,True,cubicle39241,11.0,b,,True,152.920882,-31.4716977,,POINT (152.920882 -31.4716977)
5.759185462897783e-06,cable3338914,,44,483,0.042028089899999996,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777313289148,cubicle33464,11.0,b,,True,cubicle33464,11.0,b,,True,152.913345,-31.4661849,,POINT (152.913345 -31.4661849)
5.759188631108153e-06,cable3338913,,44,1096,0.0447647518,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777313289148,cubicle33464,11.0,b,,True,cubicle33464,11.0,b,,True,152.913345,-31.4661849,,POINT (152.913345 -31.4661849)
2.2661020626419144e-05,cable2085237,,826,489,0.033771523799999995,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543646019269,node67194656,11.0,b,,True,node67194656,11.0,b,,True,152.9048,-31.464137,,POINT (152.9048 -31.464137)
1.1330528678871789e-05,cable2085241,,826,217,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543646019269,node67194656,11.0,b,,True,node67194656,11.0,b,,True,152.9048,-31.464137,,POINT (152.9048 -31.464137)
5.759189524277302e-06,cable3338204,,782,1036,0.0106092309,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777858600666,cubicle42552,11.0,b,,True,cubicle42552,11.0,b,,True,152.914275,-31.4687228,,POINT (152.914275 -31.4687228)
5.7591859516061014e-06,cable3338202,,782,1095,0.011487974599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777858600666,cubicle42552,11.0,b,,True,cubicle42552,11.0,b,,True,152.914275,-31.4687228,,POINT (152.914275 -31.4687228)
0.0019124384899339509,cable1133130,,1221,407,0.0536698988,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True,0.9983821354504715,cn-cable1133130-t1,11.0,b,,True,cn-cable1133130-t1,11.0,b,,True,152.91178,-31.4670577,,POINT (152.91178 -31.4670577)
5.665261208221134e-06,cable3338469,,486,230,0.012882055199999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543767019867,cubicle44239,11.0,b,,True,cubicle44239,11.0,b,,True,152.905753,-31.4661765,,POINT (152.905753 -31.4661765)
5.66525828068182e-06,cable3338471,,486,1145,0.0137980017,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543767019867,cubicle44239,11.0,b,,True,cubicle44239,11.0,b,,True,152.905753,-31.4661765,,POINT (152.905753 -31.4661765)
8.062860688675059e-05,cable1176757,,79,137,0.0441121707,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777816343248,node156687033,11.0,b,,True,node156687033,11.0,b,,True,152.914587,-31.4667825,,POINT (152.914587 -31.4667825)
1.1518382705468692e-05,cable1136312,,79,261,0.0220500808,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777816343248,node156687033,11.0,b,,True,node156687033,11.0,b,,True,152.914587,-31.4667825,,POINT (152.914587 -31.4667825)
1.727756467994719e-05,cable1172594,,79,324,0.0168304643,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777816343248,node156687033,11.0,b,,True,node156687033,11.0,b,,True,152.914587,-31.4667825,,POINT (152.914587 -31.4667825)
5.759174087689253e-06,cable1212416,,79,637,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777816343248,node156687033,11.0,b,,True,node156687033,11.0,b,,True,152.914587,-31.4667825,,POINT (152.914587 -31.4667825)
3.397573048902751e-05,cable1220681,,1013,317,0.028491518,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9677038315351362,node69877060,11.0,b,,True,node69877060,11.0,b,,True,152.912263,-31.4685421,,POINT (152.912263 -31.4685421)
0.0004481085628936173,simulated23052190_40598,,257,1260,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9979461177361889,node23052190,11.0,b,,True,node23052190,11.0,b,,True,152.922661,-31.4689745,,POINT (152.922661 -31.4689745)
1.0907713711891142e-11,cable1152508,,257,592,0.0547637935,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True,0.9979461177361889,node23052190,11.0,b,,True,node23052190,11.0,b,,True,152.922661,-31.4689745,,POINT (152.922661 -31.4689745)
5.759190012982163e-06,cable3338902,,395,906,0.012713301100000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.951477799460871,cubicle40156,11.0,b,,True,cubicle40156,11.0,b,,True,152.914364,-31.4670964,,POINT (152.914364 -31.4670964)
5.759176851435623e-06,cable3338901,,395,207,0.0114752387,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.951477799460871,cubicle40156,11.0,b,,True,cubicle40156,11.0,b,,True,152.914364,-31.4670964,,POINT (152.914364 -31.4670964)
0.0001151837440407877,geo_schematic_cable27524,,595,606,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777884093408,node59739651,11.0,b,,True,node59739651,11.0,b,,True,152.91468,-31.466736,,POINT (152.91468 -31.466736)
0.00014397968323599547,geo_schematic_cable1842,,595,490,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9514777884093408,node59739651,11.0,b,,True,node59739651,11.0,b,,True,152.91468,-31.466736,,POINT (152.91468 -31.466736)
5.741090139704921e-06,cable2727645,,18,445,0.0111768003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772158176158,node22958791,11.0,b,,True,node22958791,11.0,b,,True,152.922699,-31.4701031,,POINT (152.922699 -31.4701031)
5.7410914345837014e-06,cable1112891,,18,783,0.0547637935,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772158176158,node22958791,11.0,b,,True,node22958791,11.0,b,,True,152.922699,-31.4701031,,POINT (152.922699 -31.4701031)
5.741087859896818e-06,cable3255753,,18,952,0.0151440951,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772158176158,node22958791,11.0,b,,True,node22958791,11.0,b,,True,152.922699,-31.4701031,,POINT (152.922699 -31.4701031)
5.741087859896817e-06,cable3255754,,18,1099,0.0211485508,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772158176158,node22958791,11.0,b,,True,node22958791,11.0,b,,True,152.922699,-31.4701031,,POINT (152.922699 -31.4701031)
3.4446531225476296e-05,cable1193208,,18,142,0.0425682691,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9544772158176158,node22958791,11.0,b,,True,node22958791,11.0,b,,True,152.922699,-31.4701031,,POINT (152.922699 -31.4701031)
1.1330506964041207e-05,cable1210874,,210,692,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543720033934,node22373296,11.0,b,,True,node22373296,11.0,b,,True,152.904846,-31.4657991,,POINT (152.904846 -31.4657991)
2.6436852792440478e-11,cable1183177,,210,509,0.0206744714,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True,0.9672543720033934,node22373296,11.0,b,,True,node22373296,11.0,b,,True,152.904846,-31.4657991,,POINT (152.904846 -31.4657991)
