,vm_pu,name,vn_kv,type
504,0.9819235019633439,node22959534,11.0,b
505,0.9514777309856159,cubicle35727,11.0,b
506,0.9885589116790495,cn-geo_schematic_cable36468-t1,11.0,b
507,0.981923500661494,cn-geo_schematic_cable235949-t2,11.0,b
508,0.9514778012186306,cn-geo_schematic_cable14331-t2,11.0,b
509,0.9514777471833514,cubicle33452,11.0,b
510,0.9544772352816843,node60063851,11.0,b
511,0.951477756711218,cn-cable3338944-t2,11.0,b
512,0.9819234934293698,node36726511,11.0,b
513,0.999297001529284,cn-busbar251727-t1,11.0,b
514,0.9677038422549958,node35592335,11.0,b
515,0.9544772329466463,cn-cable3336713-t2,11.0,b
516,0.997989370932407,cn-busbar87858-t2,11.0,b
517,0.9544773180117996,cn-geo_schematic_cable22429-t1,11.0,b
518,0.9514777305471362,cn-cable3338911-t2,11.0,b
519,0.9992970015292838,node83235362,11.0,b
520,0.9819234939926035,node52761082,11.0,b
521,0.998002400016077,cn-cable1219300-t1,11.0,b
522,0.9984462901867175,node24046337,11.0,b
523,0.9885589570587863,node84281688,11.0,b
524,0.9993467152474671,node23232416,11.0,b
525,0.967254391717586,node67195658,11.0,b
526,0.9819234889597399,cubicle111105,11.0,b
527,,node23198147,11.0,b
528,0.9975416686241736,node103968671,11.0,b
529,0.9514777836255205,cn-cable3338999-t2,11.0,b
530,0.9672543805087503,node67195325,11.0,b
531,0.981923489750651,cubicle111009,11.0,b
532,0.9544772860441683,node149685038,11.0,b
533,0.9514777581182076,node71579058,11.0,b
534,0.9984463100893185,node24046367,11.0,b
535,0.9544772496767067,cubicle50566,11.0,b
536,0.9672543843111064,cn-cable3338469-t2,11.0,b
537,0.9672543763199439,cn-cable3338749-t2,11.0,b
538,0.967703861052001,cn-cable3338214-t2,11.0,b
539,0.9544772111932059,node69936226,11.0,b
540,0.9993467152494718,cn-busbar254549-t2,11.0,b
541,0.9672543868587217,node67195412,11.0,b
542,0.9677038302462612,cubicle39448,11.0,b
543,0.9672543935008426,node67194754,11.0,b
544,0.9885589198251803,node60264191,11.0,b
545,0.9885589198251802,node60264190,11.0,b
546,0.9514778424263775,cn-cable3295685-t1,11.0,b
547,0.9885589290528318,cn-cable3341615-t2,11.0,b
548,0.9977262403662087,cn-busbar83732-t2,11.0,b
549,0.9979893743861947,node24071491,11.0,b
550,0.9819234888503239,cn-cable3771699-t2,11.0,b
551,0.9993467023384571,node24056448,11.0,b
552,0.9672544031459557,node74192361,11.0,b
553,0.9544771968827122,cn-simulated22958791_144043-t1,11.0,b
554,0.9672543812978985,cn-cable3338646-t2,11.0,b
555,0.954477203236364,cn-cable3336383-t2,11.0,b
556,0.9677038611710617,cubicle45116,11.0,b
557,0.9819234948959309,node36726519,11.0,b
