loading_percent,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,type
4.988843142644209e-05,geo_schematic_cable36507,,1058,98,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
5.741077496748764e-06,cable3336364,,230,947,0.0122275705,0.001,0.001,0.001,0.0,1000.0,1.0,
5.759185462897782e-06,cable3338905,,258,260,0.0128090927,0.001,0.001,0.001,0.0,1000.0,1.0,
1.5457769164566234e-11,geo_schematic_cable36511,,545,544,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
0.0003288860778385225,busbar355169,,581,725,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
0.0,busbar87095,,551,34,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
5.74108881830861e-06,cable2077260,,372,39,0.032372855299999996,0.001,0.001,0.001,0.0,1000.0,1.0,
0.0,geo_schematic_cable235949,,969,507,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
5.759183187855799e-06,cable3338997,,498,216,0.011456723200000001,0.001,0.001,0.001,0.0,1000.0,1.0,
5.662619344234469e-06,cable3338213,,556,714,0.011453,0.001,0.001,0.001,0.0,1000.0,1.0,
0.00010763978801554957,geo_schematic_cable14579,,970,1132,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
0.00032888611011312,cable2768859,,641,983,0.314806902,0.1274,0.093,0.001,0.0,1000.0,1.0,
0.0,busbar85064,,624,717,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
3.963831833594042e-05,cable1135646,,310,85,0.0257022311,0.001,0.001,0.001,0.0,1000.0,1.0,
1.1518378239630331e-05,cable3888795,,509,172,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
2.848845211627959e-11,cable1232330,,653,1052,0.0617037786,0.1443,0.3363,0.001,0.0,1000.0,1.0,
5.58060846937725e-06,cable3338340,,133,354,0.013158845700000001,0.001,0.001,0.001,0.0,1000.0,1.0,
5.4913800830675165e-06,cable3338483,,60,401,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
0.00010197448508323502,geo_schematic_cable260721,,217,736,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
0.00012457764408663424,cable1204786,,72,594,0.0182011218,0.001,0.001,0.001,0.0,1000.0,1.0,
1.1518375475879803e-05,cable2798315,,154,595,0.0119209139,0.001,0.001,0.001,0.0,1000.0,1.0,
5.244862828837548e-07,simulated151101321_24056503,,802,1134,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
3.348372271055003e-05,cable2187592,,281,394,0.017754592200000002,0.001,0.001,0.001,0.0,1000.0,1.0,
5.75919862444435e-06,cable3338205,,333,1072,0.0118249263,0.001,0.001,0.001,0.0,1000.0,1.0,
1.698786619631898e-05,cable1245791,,282,395,0.0168118718,0.001,0.001,0.001,0.0,1000.0,1.0,
1.5457769164566238e-11,geo_schematic_cable25610,,484,835,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,
2.7903121195545895e-05,cable2554553,,557,520,0.0165117964,0.001,0.001,0.001,0.0,1000.0,1.0,
5.662616411523204e-06,cable3338217,,1047,894,0.0128492126,0.001,0.001,0.001,0.0,1000.0,1.0,
