loading_percent,name_LINE,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,type,vm_pu,name_NODE1,vn_kv,x,y
2.2964342475313715e-05,cable1194752,,438,539,0.0409344169,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9544772130362704,node69936185,11.0,152.921743,-31.4692912
0.00048107499031234277,geo_schematic_cable1846,,1244,1227,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9514778395648458,cn-geo_schematic_cable1846-t1,11.0,152.914658,-31.4667709
5.741086978965369e-06,cable3336726,,767,1156,0.0149716842,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9544772835287061,cubicle41441,11.0,152.921683,-31.4712307
5.741087341955164e-06,cable3336727,,767,1085,0.0117047217,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9544772835287061,cubicle41441,11.0,152.921683,-31.4712307
0.0006212811382133158,cable1200969,,287,1226,0.10207880400000001,0.1443,0.3363,0.001,0.0,1000.0,1.0,,0.9980275926318001,node23378215,11.0,152.920852,-31.4685328
7.821081296823591e-11,simulated23378215_187645,,287,1026,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9980275926318001,node23378215,11.0,152.920852,-31.4685328
1.1330472317033298e-05,cable3338644,,330,108,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9672543749019422,node101117387,11.0,152.904732,-31.4644755
3.399149013680668e-05,cable3338641,,330,455,0.0382279661,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9672543749019422,node101117387,11.0,152.904732,-31.4644755
3.780746696412164e-12,cable2768858,,641,259,0.018921546299999998,0.1274,0.093,0.001,0.0,1000.0,1.0,,0.9984710116554919,node67195949,11.0,152.909416,-31.4663619
0.00032888611011312,cable2768859,,641,983,0.314806902,0.1274,0.093,0.001,0.0,1000.0,1.0,,0.9984710116554919,node67195949,11.0,152.909416,-31.4663619
7.463414435234944e-05,geo_schematic_cable332947,,479,1172,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,,0.954477297525502,node58449856,11.0,152.920938,-31.470866
1.1086322930341236e-05,cable1137465,,98,123,0.0112855991,0.001,0.001,0.001,0.0,1000.0,1.0,,0.9885589097227836,cubicle41037,11.0,152.894173,-31.4632754
