,vm_pu,name,vn_kv,type,x,y,coords
52,0.981923527768709,cn-geo_schematic_cable23100-t1,11.0,b,152.922343,-31.4684329,
53,0.9544772942692133,cubicle38103,11.0,b,152.920792,-31.4710165,
55,0.9672543768200477,node67195826,11.0,b,152.907327,-31.4660347,
56,0.9819235066473911,cubicle77073,11.0,b,152.922017,-31.4684283,
57,0.954477195757092,node22958791,11.0,b,152.922699,-31.4701031,
58,0.9514777993823963,node71578497,11.0,b,152.914539,-31.4671013,
59,0.9819234937737721,cubicle97112,11.0,b,152.920814,-31.4682528,
60,0.9978799589033366,node23427399,11.0,b,152.904518,-31.4626351,
61,0.9677038491672041,node69877101,11.0,b,152.912688,-31.4681489,
62,0.9514777561304387,cubicle42428,11.0,b,152.915858,-31.466042,
63,0.954477204264829,cubicle44837,11.0,b,152.921639,-31.4706204,
64,0.9672543816668778,node67194544,11.0,b,152.904869,-31.4650082,
65,0.967254401140804,cn-cable3338665-t2,11.0,b,152.906427,-31.4656062,
66,0.9819235136093905,node245104988,11.0,b,152.922551,-31.4686921,
67,0.9981453393780869,node24502843,11.0,b,152.915972,-31.4676748,
68,0.954477232951094,cn-cable3336714-t2,11.0,b,152.921606,-31.4724037,
70,0.9514777764355484,cubicle35620,11.0,b,152.914715,-31.4667233,
71,0.997726222124228,node24039692,11.0,b,152.92103,-31.4708527,
72,0.967703866664975,node74598367,11.0,b,152.912475,-31.4679288,
73,0.9514777838247596,node23019771,11.0,b,152.918009,-31.4680104,
74,0.9544772346759747,cn-cable3336716-t2,11.0,b,152.921581,-31.4728009,
75,0.9990955938792857,node29539823,11.0,b,152.899249,-31.4658981,
76,0.9514777841581876,cn-cable3338201-t2,11.0,b,152.914423,-31.469089,
77,0.9672543912152666,cn-cable3338740-t2,11.0,b,152.906827,-31.4648917,
78,0.9514777535276436,node67193282,11.0,b,152.915244,-31.4689492,
79,0.9514777936705945,node67193200,11.0,b,152.914839,-31.4682144,
80,0.9514777689017172,cubicle35614,11.0,b,152.915229,-31.4657073,
81,0.951477798672718,cn-simulated23032596_100931-t2,11.0,b,152.916343,-31.4677726,
82,0.9544772132086442,cubicle49345,11.0,b,152.921765,-31.4699278,
83,0.9819235067568073,node36726543,11.0,b,152.922026,-31.4684419,
84,0.9544772887314306,node22985154,11.0,b,152.921144,-31.4713401,
85,0.9677038277402286,node65782830,11.0,b,152.910918,-31.4679592,
86,0.9677038535951723,cubicle45120,11.0,b,152.912397,-31.4676132,
87,0.9514777852839833,cn-cable3338204-t2,11.0,b,152.91419,-31.4687842,
88,0.9672544078362731,cn-cable3338474-t2,11.0,b,152.905889,-31.465585,
89,0.9992718614435656,cn-cable1201724-t2,11.0,b,152.900198,-31.4670792,
90,0.9677038391735476,cn-cable3338859-t2,11.0,b,152.911811,-31.4656011,
91,0.9995039643016539,cn-geo_schematic_cable25611-t1,11.0,b,152.895616,-31.4649294,
92,0.9885589234294406,node67831042,11.0,b,152.894447,-31.4624494,
