name,bus,p_mw,q_mvar,const_z_percent,const_i_percent,sn_mva,scaling,in_service,type
service_point1842231,9,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point650674,332,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point643346,310,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841175,206,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point632311,931,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point663488,919,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point667114,1110,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point676958,1212,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747049,642,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point616542,1200,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point641477,1031,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747047,954,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point590169,3,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point595680,495,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747056,252,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747267,934,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point568937,1171,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841176,329,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point673305,1178,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point632394,936,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842235,355,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point665379,783,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747833,124,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point625093,707,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2588672,1163,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point600050,1020,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747525,984,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747266,500,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point663579,291,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point619610,234,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747048,891,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point609009,595,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point568272,827,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point650632,1172,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747057,772,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point656128,968,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point608568,1107,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point646974,896,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841968,1179,0.001,0.0003,0.0,0.0,,1.0,True,wye
