name,bus,p_mw,q_mvar,const_z_percent,const_i_percent,sn_mva,scaling,in_service,type
service_point2494332,613,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747271,998,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point647108,1081,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point635975,1057,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point636690,513,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748588,156,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point643305,853,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point644039,1137,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point669044,598,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748592,627,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point642202,790,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point674517,66,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point611094,1232,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747258,178,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2996625,1091,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point577921,925,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point671469,1215,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2451147,1032,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point564616,866,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point622056,228,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point672599,911,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1746881,328,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842015,191,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point595720,923,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748078,439,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point676356,26,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747553,942,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747054,1154,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2535396,1156,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point638549,1225,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841947,1006,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841949,910,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point592540,808,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point636019,1193,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841961,261,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747273,776,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point630694,916,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1746882,483,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1835294,835,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point669075,321,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1746836,1144,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point615932,492,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841970,959,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point629384,1062,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841179,166,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point580996,8,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point652511,659,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point565254,819,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2516293,703,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1773765,1150,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2535391,930,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2555827,678,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point656859,812,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748077,843,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841178,756,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842238,605,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point655230,966,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841189,870,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point615886,1034,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747264,559,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point601188,710,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point592693,943,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point605549,624,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point617720,1170,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point651343,683,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747532,510,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2535390,1001,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2578138,834,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point562764,754,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point637864,983,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point623150,579,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2535664,1078,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point592076,986,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point590818,890,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841177,1133,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748081,512,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841973,1164,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841965,861,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point678130,905,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point667203,975,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point667159,802,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point573775,1117,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1841972,899,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point614121,1209,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point570098,211,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point565233,1124,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point619515,366,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point571979,1029,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842234,426,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point564569,1022,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2448541,1064,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point646758,950,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point571846,1048,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point618383,639,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point625044,674,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point625700,65,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point573820,1213,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point582906,1189,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point598056,944,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748086,1004,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2584966,939,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747524,831,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point596379,699,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point593904,615,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2535397,644,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point608612,1134,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747655,523,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748089,1194,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point564523,425,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842014,1149,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point593855,131,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point670904,697,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842089,859,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point582866,464,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747834,333,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point628787,1009,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point2578160,116,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point568185,1106,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1748484,851,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point641526,1128,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point571934,429,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point623283,556,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point597594,1033,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point628653,711,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1746639,961,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1842333,304,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point659846,445,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747257,433,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point599079,963,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point676804,614,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point1747046,282,0.001,0.0003,0.0,0.0,,1.0,True,wye
service_point671493,1002,0.001,0.0003,0.0,0.0,,1.0,True,wye
